image_name,image_url,label,_split
n03262932_0.jpg,http://www.gabrielross.com/images/images_big/knoll_charles_pfister_lounge_chair.jpg,2,train
n03262932_1.jpg,http://i.ehow.com/images/GlobalPhoto/Articles/2025420/chair_Thumb.jpg,2,train
n03262932_2.jpg,http://www.koksmeubelhuis.nl/images/upload/items/121_1.jpg,2,train
n03262932_3.jpg,http://www.petsupplydude.com/prod_images_large/PN-62277.jpg,2,train
n03262932_4.jpg,http://www.demeubelknaller.nl/images/col_Lorenso%20FauteuilSmall.jpg,2,train
n03262932_5.jpg,http://farm2.static.flickr.com/1412/602271541_83273cc895.jpg,2,train
n03262932_6.jpg,http://www.studiointerieur.com/web_lounge/images/Artifort%20-%20Ribbon%20Chair.jpg,2,train
n03262932_7.jpg,http://www.aakonline.com/images/seating/haworth/hello/lounge.jpg,2,train
n03262932_8.jpg,http://www.officedesigns.com/images/main/knoll-barcelona-lounge.jpg,2,train
n03262932_9.jpg,http://cdn.overstock.com/images/products/L10788273.jpg,2,train
n03262932_10.jpg,http://farm1.static.flickr.com/168/423186684_427b2f13c8.jpg,2,train
n03262932_11.jpg,http://farm4.static.flickr.com/3296/2614683305_54756f3c71.jpg,2,train
n03262932_12.jpg,http://farm1.static.flickr.com/80/250132883_a319068868.jpg,2,train
n03262932_13.jpg,http://farm1.static.flickr.com/74/171272865_de284ebca6.jpg,2,train
n03262932_14.jpg,http://imagesa.backpage.com/centralimages/mia/cc/cc52b02343ba8c00ef5c007de7f7dc0b--3--sofaarmchair003jpg--medium.jpg,2,train
n03262932_15.jpg,http://www.devlinlounges.com.au/images/infinity_leather_lounge_accessory.jpg,2,train
n03262932_16.jpg,http://www.mrpickwicks.co.nz/img/150x150/files/080512/Armchair.jpg,2,train
n03262932_17.jpg,http://farm3.static.flickr.com/2399/2114986996_7805c2b63c.jpg,2,train
n03262932_18.jpg,http://www.actus-interior.com/product/uploaded_img/emilia.jpg,2,train
n03262932_19.jpg,http://fotos.marktplaats.nl/kopen/f/e0/emXks4YszvJpxyf2tRx9yw==.jpg,2,train
n03262932_20.jpg,http://farm3.static.flickr.com/2047/2244045079_ce65f3f106.jpg,2,train
n03262932_21.jpg,http://www.helminkmeubelen.nl/images/fauteuil1.jpg,2,train
