image_name,image_url,label,_split
n02818832_0.jpg,http://www.sterlingfurniturerental.com/pix/furniture_rental_bedroom_oak_furniture_bed_wardrobe_lamp_table_mirror_dressing_table.jpg,0,train
n02818832_1.jpg,http://images.buzzillions.com/images_products/03/56/da_vinci_elizabeth_ii_toddler_bed_cherry_reviews_301837_300.jpg,0,train
n02818832_2.jpg,http://fotos.marktplaats.nl/kopen/7/55/xhynHyLuug3Hj27ydFiLLQ==.jpg,0,train
n02818832_3.jpg,http://www.furniturefactoriesshowrooms.com/img/_bedroom.jpg,0,train
n02818832_4.jpg,http://static.flickr.com/145/402154537_dd7af70e4b.jpg,0,train
n02818832_5.jpg,http://farm2.static.flickr.com/1108/807113487_6f9bb5ccb0.jpg,0,train
n02818832_6.jpg,http://www.brookstone.com/bs_assets/images/shop/product/543470_SO_s.jpg,0,train
n02818832_7.jpg,http://www.kayukayu.com/product_image/IBED-015.jpg,0,train
n02818832_8.jpg,http://www.undertheroof.com/solid%20and%20basic%20platform%20bed%20lounge%20shot%20web.jpg,0,train
n02818832_9.jpg,http://westernmattressandfurniture.com/www.westernmattressandfurniture.com/logos/bed_lineup.jpg,0,train
n02818832_10.jpg,http://fotos.marktplaats.nl/kopen/7/6d/9xgjLddQPmQn2KdrkKrTMg==.jpg,0,train
n02818832_11.jpg,http://www.vancouvercolourconsultant.com/images/modernbedroomdesign.JPG,0,train
n02818832_12.jpg,http://farm1.static.flickr.com/48/147204656_0403c9957d.jpg,0,train
n02818832_13.jpg,http://www.leenbakker.nl/Dbimages/Producten/Slaapkamers/Groot/12300180.jpg,0,train
n02818832_14.jpg,http://www.hemels-kinderwoonwinkel.nl/product_images/IMGP1854.jpg,0,train
n02818832_15.jpg,http://farm1.static.flickr.com/142/324531042_2f1932ec9e.jpg,0,train
n02818832_16.jpg,http://www.beterbed.nl/upload/img/rio1-klein.jpg,0,train
n02818832_17.jpg,http://www.affordability.net/furniture/av909.jpg,0,train
n02818832_18.jpg,http://farm3.static.flickr.com/2206/2373131773_74f4da92eb.jpg,0,train
n02818832_19.jpg,http://www.kayualam.com/images/product_image/KA-Bed-016.jpg,0,train
